Company,Country,Year,Slogan
Aussie,UK,2006,"The Aussie philosophy. There’s more to life than hair, but it’s a good place to start."
Aussie,UK,2015,"There’s more to life than hair, but it’s a good place to start."
Rave,US,1983,Relax. Get a Rave.
Rave,US,1985,No odor. And definitely no frizz.
Rave,US,2013,No more bad hair days.
Mudd,UK,2000,Leaves skin so clean it can breathe.
Mudd,UK,2003,Pure inDDulgence.
Mudd,UK,2005,Pure indulgence.
Seabond,UK,2001,Gum tight hold all day.
Seabond,UK,2005,Gum-tight fit all-day.
Seabond,UK,2009,Holds dentures with no messing about.
Ban,US,1981,The roll-on more people depend on.
Ban,US,1983,It’s like an invisible layer that helps protect you and your clothes from wetness.
Ban,US,2004,We’ll take care of sweat and odour. The rest is up to you.
Aubrey Organics,US,2003,"100% natural hair, skin & body care."
Aubrey Organics,US,2008,The intelligent choice.
Aubrey Organics,US,2009,100% natural since 1967.
Clarisonic,US,2011,The power to be beautiful.
Clarisonic,US,2013,Trust your skin to clairisonic.
Clarisonic,US,2013,We promise to transform your skin.
Finesse,US,1993,Finesse your hair to beautiful.
Finesse,US,1996,Softness and body? That takes Finesse.
Finesse,US,1997,Get the look that gets the touch.
Sure Crystal,UK,2003,White marks? No thanks.
Sure Crystal,UK,2005,Avoid unwanted Christmas decorations.
Sure Crystal,UK,2007,Protect yourself from white marks.
Louis Marcel,UK,1984,The hair removal specialists who care about your skin.
Louis Marcel,UK,1987,For smooth operators.
Louis Marcel,UK,1988,Never a hair out of place.
Attends,UK,2002,Freedom to enjoy life.
Attends,UK,2011,Dryness you can rely on.
Attends,UK,2011,Incredible but true: super dry – extremely comfortable!
Stayfree,US,1980,The first beltless napkin in super.
Stayfree,US,1982,Comfort a woman can count on.
Stayfree,US,2006,Real life needs protection. Life proof protection.
Banana Boat,US,2004,Celebrate the sun.
Banana Boat,US,2007,Every shade of happy.
Banana Boat,US,2009,We’ve got you covered.
Secret,UK,2000,As strong as a woman.
Secret,UK,2000,"Simply strong, simply fresh, simply you."
Secret,UK,2001,Keeps you drier than any aerosol can.
Astral,UK,2000,From the richest moisturiser comes the silkiest skin.
Astral,UK,2002,How every woman should feel.
Astral,UK,2007,For heavenly skin.
RetarDEX,UK,2007,Increase your confidence zone.
RetarDEX,UK,2008,"Don’t just freshen bad breath, eliminate it."
RetarDEX,UK,2009,Give your breath the all-clear.
Redken,US,1993,The power behind beautiful hair.
Redken,US,1994,Beauty through science.
Redken,US,2002,Get inspired. See your stylist.
Clinique,UK,2000,Find three minutes and spend them on yourself.
Clinique,UK,2004,Clinique stops you from streaking.
Clinique,UK,2009,Allergy tested. 100% fragrance free.
Remington,US,1940,Two heads are better than one!
Remington,US,2008,The look you want.
Remington,US,2012,How the world gets ready.
Sure,US,1980,I’m drier. I’m sure.
Sure,US,1981,An extra day of dryness just to be sure.
Sure,US,1984,You’ll sure feel different.
Brut,US,1978,Brut by Faberge. The fragrance designer.
Brut,US,1980,"Brut for men by Faberge. After shave, after shower, after anything."
Brut,US,2009,The essence of man.
Clinomyn,UK,2000,Restores the natural colour of your teeth.
Clinomyn,UK,2002,Gives stains the brush-off.
Clinomyn,UK,2002,Put on a happy face.
Aussie,US,2002,Because everyone’s a hair different.
Aussie,US,2004,To each her own.
Aussie,US,2006,Add some Roo to your do.
Braun,UK,1985,Keeping teeth clean.
Braun,UK,1988,Designed to perform.
Braun,UK,2007,Shave your style.
Sure for Men,UK,2000,"At Sure For Men, we sweat so you don’t have to."
Sure for Men,UK,2001,Whatever makes you sweat.
Sure for Men,UK,2005,It won’t let you down during the Lions tour.
Sure for Men,UK,1988,Art of deco.
Sure for Men,UK,1989,Art of care.
Sure for Men,UK,1990,Art of Guhl.
Sanex,UK,2000,Helps keep skin healthy.
Sanex,UK,2002,Healthy looking skin.
Sanex,UK,2009,Keeps skin healthy.
Brite Smile,UK,2002,"Don’t look good, look fantastic."
Brite Smile,UK,2002,Whiter teeth in just about one hour.
Brite Smile,UK,2004,We promise to make you smile.
The Body Shop,UK,2007,Naturally at The Body Shop and nowhere else.
The Body Shop,UK,2008,Festive & fair.
The Body Shop,UK,2010,Nature’s way to beautiful.
The Body Shop,UK,2003,Style on skin.
The Body Shop,UK,2004,Style in play.
The Body Shop,UK,2019,Life is a beautiful sport. Since 1933.
Sensodyne,UK,2000,Total care for sensitive teeth.
Sensodyne,UK,2002,A sensible idea from the sensitivity experts.
Sensodyne,UK,2013,"Sensodyne, no.1 dentist recommended brand for sensitive teeth."
Sunsilk,UK,2003,For daily wear and tear.
Sunsilk,UK,2005,A helping hand to style your hair.
Sunsilk,UK,2005,Wash out your hair monsters with Sunsilk.
Charmin,US,1980,"It’s so squeezably soft, you gotta hug it!"
Charmin,US,2003,Softer and stronger for your end zone.
Charmin,US,2006,Best for bear bottoms.
Cetaphil,US,2004,Get serious. Get Cetaphil.
Cetaphil,US,2009,"Isn’t it time you discovered pure, simple skin care the Cetaphil way."
Cetaphil,US,2012,Every age. Every stage. Every day.
Cachet,UK,1990,It is as individual as you are.
Cachet,UK,1990,It’s as individual as you are.
Cachet,UK,1991,The essence of individuality.
Barry M,UK,2007,The most colourful name in cosmetics.
Barry M,UK,2009,Wake up your make-up.
Barry M,UK,2012,Make everyday beautiful.
Charmin Comfort,UK,2003,Softer and more absorbent.
Charmin Comfort,UK,2003,The softest and strongest for Bear behinds.
Charmin Comfort,UK,2004,Ch Ch Choose Charmin.
Axe,US,2007,How dirty boys get clean.
Axe,US,2009,Get girl-approved hair.
Axe,US,2016,Find your magic.
Axe,US,2002,The Axe effect.
Axe,US,2002,Wake up in slow motion … end up in high speed.
Axe,US,2016,Find your magic.
Axe,US,1995,Be good. Be bad. Just be.
Axe,US,1995,A fragrance for a man or a woman.
Axe,US,2005,You’re the one.
Givaudan,CH,2009,Leading sensory innovation.
Givaudan,CH,2010,Engaging the senses.
Givaudan,CH,2015,Engage your senses.
Right Guard,US,1994,Anything less would be uncivilized.
Right Guard,US,2008,Never get caught off Guard.
Right Guard,US,2013,Right Guard for the win!
Right Guard,US,2002,It’s an Australian thing.
Right Guard,US,2003,For a great head.
Right Guard,US,2012,Anti ordinary.
Gold Bond Ultimate Healing,US,2003,Brings your skin back to life.
Gold Bond Ultimate Healing,US,2003,For skin that loves to be touched.
Gold Bond Ultimate Healing,US,2003,Ultimate moisturizing. Ultimate care.
Garnier Nutrisse,UK,2003,Nourished for stunning hair.
Garnier Nutrisse,UK,2004,Better hair better colour.
Garnier Nutrisse,UK,2016,Nourished hair. Better color.
Mary Kay,US,1982,That’s the beauty of Mary Kay.
Mary Kay,US,2012,Your way to beautiful.
Mary Kay,US,2015,Discover what you love.
Mary Kay,US,2008,Passion for skin & beauty care.
Mary Kay,US,2010,We care.
Mary Kay,US,2011,Focus on skincare. Closer to markets.
Botox Cosmetic,US,2002,"It’s not magic, it’s Botox Cosmetic."
Botox Cosmetic,US,2007,The one. The only.
Botox Cosmetic,US,2010,There’s only one Botox Cosmetic.
Clairol Born Blonde,US,1973,Not just a little blonder. And not just a lot of bleach.
Clairol Born Blonde,US,1976,Born Blonde is real blonde.
Clairol Born Blonde,US,1981,The tenderest blonding from Clairol.
Schwarzkopf,UK,1998,aHead in beautiful hair.
Schwarzkopf,UK,2003,Always professional.
Schwarzkopf,UK,2006,Professional hair care for you.
Bodyform Invisible,UK,2001,"Safer, fresher and more comfortable."
Bodyform Invisible,UK,2001,Bodyform invisible with natural feel.
Bodyform Invisible,UK,2003,Super absorbent. Super discreet.
Bain de Soleil,US,1993,The intelligent tan.
Bain de Soleil,US,2001,A place more colorful.
Bain de Soleil,US,2007,Welcome to a place more colorful.
TRESemmé,UK,2008,Used by professionals.
TRESemmé,UK,2009,Professional – Affordable.
TRESemmé,UK,2015,Professional at your fingertips.
Clairol Herbal Essences,US,2002,A totally organic experience.
Clairol Herbal Essences,US,2003,"Yeah, we thought so."
Clairol Herbal Essences,US,2004,Style with pow!
Fa,US,2006,How Fa will you go?
Fa,US,2007,Feel good freshness.
Fa,US,2012,Feel fantastic.
Fa,US,2003,The quality of hair extensions.
Fa,US,2005,The art of hairextension.
Fa,US,2014,The art of hair creation.
